# BUSCO version is: 5.4.2 
# The lineage dataset is: mammalia_odb10 (Creation date: 2021-02-19, number of genomes: 24, number of BUSCOs: 9226)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
100at40674	Missing
167at40674	Missing
198at40674	Missing
250at40674	Missing
255at40674	Missing
256at40674	Missing
279at40674	Complete	TRINITY_DN23144_c0_g4_i1:395-12103	8574.5	3681	https://www.orthodb.org/v10?query=279at40674	cytoplasmic dynein 1 heavy chain 1
281at40674	Missing
310at40674	Missing
361at40674	Missing
362at40674	Fragmented	TRINITY_DN7627_c0_g2_i2:651-6719	4252.2	1904	https://www.orthodb.org/v10?query=362at40674	E3 ubiquitin-protein ligase HERC2
424at40674	Missing
425at40674	Missing
475at40674	Missing
514at40674	Missing
530at40674	Missing
556at40674	Missing
565at40674	Missing
584at40674	Missing
587at40674	Missing
594at40674	Missing
626at40674	Missing
629at40674	Missing
635at40674	Missing
760at40674	Missing
763at40674	Missing
805at40674	Missing
848at40674	Missing
854at40674	Missing
874at40674	Fragmented	TRINITY_DN26537_c0_g2_i1:779-5635	3725.7	1560	https://www.orthodb.org/v10?query=874at40674	transformation/transcription domain-associated protein
889at40674	Missing
890at40674	Missing
894at40674	Missing
898at40674	Fragmented	TRINITY_DN9230_c0_g1_i10:2754-7736	2613.1	1369	https://www.orthodb.org/v10?query=898at40674	polycystin-1
937at40674	Missing
943at40674	Missing
950at40674	Fragmented	TRINITY_DN2742_c0_g2_i4:0-7082	4339.4	2058	https://www.orthodb.org/v10?query=950at40674	E3 ubiquitin-protein ligase HUWE1 isoform X1
984at40674	Missing
1000at40674	Missing
1024at40674	Missing
1040at40674	Missing
1066at40674	Missing
1155at40674	Missing
1192at40674	Missing
1316at40674	Missing
1323at40674	Missing
1327at40674	Missing
1386at40674	Missing
1456at40674	Missing
1478at40674	Missing
1499at40674	Missing
1510at40674	Missing
1577at40674	Missing
1579at40674	Missing
1590at40674	Missing
1605at40674	Missing
1660at40674	Missing
1664at40674	Missing
1681at40674	Missing
1699at40674	Duplicated	TRINITY_DN13907_c0_g1_i1:909-8207	3555.3	2104	https://www.orthodb.org/v10?query=1699at40674	E3 SUMO-protein ligase RanBP2 isoform X1
1699at40674	Duplicated	TRINITY_DN13907_c0_g1_i3:909-8129	3551.2	2007	https://www.orthodb.org/v10?query=1699at40674	E3 SUMO-protein ligase RanBP2 isoform X1
1720at40674	Missing
1750at40674	Fragmented	TRINITY_DN4420_c0_g1_i1:126-3839	2010.2	1085	https://www.orthodb.org/v10?query=1750at40674	von Willebrand factor
1759at40674	Fragmented	TRINITY_DN8533_c0_g1_i2:1-2424	1564.8	722	https://www.orthodb.org/v10?query=1759at40674	multiple epidermal growth factor-like domains protein 8
1763at40674	Missing
1869at40674	Missing
1900at40674	Fragmented	TRINITY_DN481_c2_g2_i1:1955-6377	2500.7	1258	https://www.orthodb.org/v10?query=1900at40674	Nuclear receptor binding SET domain protein 1
2052at40674	Fragmented	TRINITY_DN15634_c0_g1_i1:596-4522	1786.2	1015	https://www.orthodb.org/v10?query=2052at40674	Spen family transcriptional repressor
2138at40674	Missing
2160at40674	Fragmented	TRINITY_DN5170_c0_g1_i1:2778-7586	2776.7	1506	https://www.orthodb.org/v10?query=2160at40674	Crystallin beta-gamma domain containing 3
2199at40674	Missing
2210at40674	Missing
2247at40674	Missing
2256at40674	Fragmented	TRINITY_DN7439_c0_g1_i2:2425-7710	3701.8	1656	https://www.orthodb.org/v10?query=2256at40674	ubiquitin carboxyl-terminal hydrolase 24
2319at40674	Complete	TRINITY_DN11086_c0_g2_i1:1-7158	4417.2	2135	https://www.orthodb.org/v10?query=2319at40674	eIF-2-alpha kinase activator GCN1
2333at40674	Missing
2335at40674	Duplicated	TRINITY_DN12053_c0_g2_i1:682-7560	3967.3	1988	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN12053_c0_g2_i2:682-7470	4095.8	2000	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN12053_c0_g2_i4:682-7830	4202.0	2064	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN12053_c0_g2_i5:682-7200	3862.9	1923	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN12053_c0_g2_i6:682-7755	4139.3	2064	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2335at40674	Duplicated	TRINITY_DN12053_c0_g2_i7:682-7485	3903.8	1988	https://www.orthodb.org/v10?query=2335at40674	Fibronectin 1
2345at40674	Duplicated	TRINITY_DN3007_c0_g1_i4:2-6445	4252.9	2020	https://www.orthodb.org/v10?query=2345at40674	nipped-B-like protein
2345at40674	Duplicated	TRINITY_DN3007_c0_g1_i5:2-6837	4539.5	2137	https://www.orthodb.org/v10?query=2345at40674	nipped-B-like protein
2345at40674	Duplicated	TRINITY_DN3007_c0_g1_i6:2-6796	4545.4	2137	https://www.orthodb.org/v10?query=2345at40674	nipped-B-like protein
2351at40674	Missing
2376at40674	Complete	TRINITY_DN4181_c0_g1_i1:55-7059	4730.3	1986	https://www.orthodb.org/v10?query=2376at40674	pre-mRNA-processing-splicing factor 8
2383at40674	Missing
2387at40674	Missing
2404at40674	Missing
2441at40674	Missing
2444at40674	Missing
2466at40674	Missing
2478at40674	Fragmented	TRINITY_DN10128_c0_g1_i1:1-1065	853.0	353	https://www.orthodb.org/v10?query=2478at40674	probable helicase senataxin isoform X1
2500at40674	Fragmented	TRINITY_DN1450_c0_g1_i2:0-5363	3138.3	1587	https://www.orthodb.org/v10?query=2500at40674	cation-independent mannose-6-phosphate receptor
2502at40674	Missing
2506at40674	Missing
2518at40674	Duplicated	TRINITY_DN1618_c1_g2_i1:581-9133	5217.3	2605	https://www.orthodb.org/v10?query=2518at40674	desmoplakin isoform X1
